VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,02/04/2020 08:04:35 AM,02/04/2020 08:20:17 AM,N,1,41,238,1,1.77,11,0,0.5,2.91,0,,0.3,17.46,1,1,2.75
2,02/04/2020 08:04:44 AM,02/04/2020 08:07:51 AM,N,1,41,41,1,0.44,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,02/04/2020 08:04:48 AM,02/04/2020 08:10:12 AM,N,1,166,166,1,0.76,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
1,02/04/2020 08:04:50 AM,02/04/2020 08:25:22 AM,N,5,167,69,1,2.4,10,0,0,0,0,,0,10,2,2,0
1,02/04/2020 08:04:54 AM,02/04/2020 08:17:01 AM,N,1,41,74,1,1.4,9.5,0,0.5,2.05,0,,0.3,12.35,1,1,0
,02/04/2020 08:05:00 AM,02/04/2020 08:36:00 AM,,,192,36,,8.13,40.83,2.75,0,0,0,,0.3,43.88,,,
,02/04/2020 08:05:00 AM,02/04/2020 08:21:00 AM,,,108,14,,5.74,19.21,2.75,0.5,0,0,,0,22.46,,,
,02/04/2020 08:05:00 AM,02/04/2020 08:30:00 AM,,,20,119,,2.41,18.02,2.75,0.5,0,0,,0.3,21.57,,,
,02/04/2020 08:05:00 AM,02/04/2020 09:18:00 AM,,,117,259,,25.21,73.62,2.75,0.5,0,6.12,,0.3,83.29,,,
2,02/04/2020 08:05:01 AM,02/04/2020 08:25:58 AM,N,1,263,88,1,8.25,24.5,0,0.5,7.01,0,,0.3,35.06,1,1,2.75
2,02/04/2020 08:05:12 AM,02/04/2020 08:13:06 AM,N,1,41,166,1,0.91,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/04/2020 08:05:14 AM,02/04/2020 08:12:40 AM,N,1,7,179,1,1.07,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/04/2020 08:05:19 AM,02/04/2020 08:25:07 AM,N,1,244,74,1,3.33,16.5,0,0.5,0,0,,0.3,17.3,2,1,0
2,02/04/2020 08:05:22 AM,02/04/2020 08:11:32 AM,N,5,169,18,1,1.03,8,0,0,0,0,,0.3,8.3,2,2,0
2,02/04/2020 08:05:39 AM,02/04/2020 08:09:35 AM,N,1,181,181,3,0.52,4.5,0,0.5,0,0,,0.3,5.3,1,1,0
2,02/04/2020 08:06:00 AM,02/04/2020 08:33:17 AM,N,1,243,238,1,5.41,21.5,0,0.5,5.01,0,,0.3,30.06,1,1,2.75
,02/04/2020 08:06:00 AM,02/04/2020 09:13:00 AM,,,247,137,,9.67,32.54,2.75,0,0,0,,0.3,35.59,,,
,02/04/2020 08:06:00 AM,02/04/2020 08:57:00 AM,,,171,263,,10.58,36.79,2.75,0,0,6.12,,0.3,45.96,,,
,02/04/2020 08:06:00 AM,02/04/2020 08:39:00 AM,,,74,107,,6.08,22.69,2.75,0,0,0,,0.3,25.74,,,
2,02/04/2020 08:06:13 AM,02/04/2020 08:29:12 AM,N,1,74,238,1,2.89,15.5,0,0.5,3.81,0,,0.3,22.86,1,1,2.75
2,02/04/2020 08:06:15 AM,02/04/2020 08:12:36 AM,N,1,74,74,1,0.42,5.5,0,0.5,1.26,0,,0.3,7.56,1,1,0
2,02/04/2020 08:06:22 AM,02/04/2020 08:11:18 AM,N,1,43,238,1,0.99,5.5,0,0.5,1.81,0,,0.3,10.86,1,1,2.75
2,02/04/2020 08:06:35 AM,02/04/2020 08:51:58 AM,N,1,181,100,1,7.8,33,0,0.5,8.53,6.12,,0.3,53.15,1,1,2.75
2,02/04/2020 08:06:39 AM,02/04/2020 08:24:38 AM,N,1,33,33,1,1.98,12.5,0,0.5,3.99,0,,0.3,17.29,1,1,0
2,02/04/2020 08:06:39 AM,02/04/2020 08:16:14 AM,N,1,244,247,1,1.51,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
2,02/04/2020 08:06:47 AM,02/04/2020 08:11:52 AM,N,1,74,74,1,0.37,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/04/2020 08:06:55 AM,02/04/2020 08:35:46 AM,N,1,33,237,1,7.89,26.5,0,0.5,6.01,0,,0.3,36.06,1,1,2.75
,02/04/2020 08:07:00 AM,02/04/2020 08:41:00 AM,,,180,76,,4.42,32.25,2.75,0,0,0,,0.3,35.3,,,
,02/04/2020 08:07:00 AM,02/04/2020 08:59:00 AM,,,76,97,,5.96,25.28,5.5,0,0,0,,0.3,31.08,,,
,02/04/2020 08:07:00 AM,02/04/2020 08:18:00 AM,,,76,222,,1.92,15.43,2.75,0,0,0,,0.3,18.48,,,
,02/04/2020 08:07:00 AM,02/04/2020 08:24:00 AM,,,122,121,,3,25.92,2.75,0,0,0,,0.3,28.97,,,
,02/04/2020 08:07:00 AM,02/04/2020 08:26:00 AM,,,70,129,,2.32,15.89,2.75,0,0,0,,0.3,18.94,,,
,02/04/2020 08:07:00 AM,02/04/2020 08:20:00 AM,,,178,165,,1.09,32.47,0,0,0,0,,0.3,32.77,,,
,02/04/2020 08:07:00 AM,02/04/2020 08:16:00 AM,,,215,130,,1.67,21.57,2.75,0,0,0,,0.3,24.62,,,
,02/04/2020 08:07:00 AM,02/04/2020 08:33:00 AM,,,217,79,,2.93,24.35,2.75,0.5,0,0,,0,27.6,,,
1,02/04/2020 08:07:05 AM,02/04/2020 08:48:11 AM,N,1,66,66,2,9.8,35.5,2.75,0.5,7.8,0,,0.3,46.85,1,1,2.75
2,02/04/2020 08:07:21 AM,02/04/2020 08:07:25 AM,N,5,180,180,1,0.03,20,0,0,0,0,,0.3,20.3,1,2,0
2,02/04/2020 08:07:24 AM,02/04/2020 08:24:18 AM,N,1,75,239,1,2.58,12.5,0,0.5,3.21,0,,0.3,19.26,1,1,2.75
2,02/04/2020 08:07:27 AM,02/04/2020 08:18:32 AM,N,1,42,74,1,1.68,9,0,0.5,0,0,,0.3,9.8,1,1,0
2,02/04/2020 08:07:30 AM,02/04/2020 08:09:39 AM,N,1,193,193,1,0.48,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,02/04/2020 08:07:31 AM,02/04/2020 08:20:47 AM,N,1,74,24,1,2.27,10.5,0,0.5,2.26,0,,0.3,13.56,1,1,0
1,02/04/2020 08:07:43 AM,02/04/2020 08:24:21 AM,N,1,42,74,1,1.2,11,0,0.5,2.35,0,,0.3,14.15,1,1,0
1,02/04/2020 08:07:51 AM,02/04/2020 08:33:30 AM,N,1,74,238,1,2.7,17,2.75,0.5,2,0,,0.3,22.55,1,1,2.75
2,02/04/2020 08:07:57 AM,02/04/2020 08:14:36 AM,N,1,242,242,1,0.81,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
,02/04/2020 08:08:00 AM,02/04/2020 08:45:00 AM,,,61,233,,8.45,28.26,2.75,0,0,0,,0.3,31.31,,,
,02/04/2020 08:08:00 AM,02/04/2020 09:03:00 AM,,,243,263,,7.22,31.9,2.75,0.5,0,0,,0,35.15,,,
2,02/04/2020 08:08:01 AM,02/04/2020 08:13:00 AM,N,1,166,152,1,0.77,5.5,0,0.5,1.13,0,,0.3,7.43,1,1,0
2,02/04/2020 08:08:04 AM,02/04/2020 08:31:19 AM,N,1,116,163,1,5.33,20.5,0,0.5,3,0,,0.3,27.05,1,1,2.75
2,02/04/2020 08:08:04 AM,02/04/2020 08:25:43 AM,N,1,75,237,1,2.16,12.5,0,0.5,1.25,0,,0.3,17.3,1,1,2.75
1,02/04/2020 08:08:11 AM,02/04/2020 08:24:20 AM,N,1,82,226,1,2.4,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,02/04/2020 08:08:19 AM,02/04/2020 08:54:58 AM,N,1,146,65,5,6.6,31,0,0.5,3.18,0,,0.3,36.93,1,1,0
2,02/04/2020 08:08:38 AM,02/04/2020 08:23:09 AM,N,1,166,42,1,2.07,11,0,0.5,0,0,,0.3,11.8,1,1,0
2,02/04/2020 08:08:39 AM,02/04/2020 08:27:35 AM,N,1,247,41,1,3.03,14,0,0.5,0,0,,0.3,16.75,1,1,0
2,02/04/2020 08:08:40 AM,02/04/2020 08:26:12 AM,N,1,41,119,1,2.66,14,0,0.5,0,0,,0.3,14.8,1,1,0
2,02/04/2020 08:08:47 AM,02/04/2020 08:14:12 AM,N,1,75,41,1,1.1,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,02/04/2020 08:08:52 AM,02/04/2020 08:12:50 AM,N,1,42,42,5,0.93,5,0,0.5,0,0,,0.3,5.8,2,1,0
,02/04/2020 08:09:00 AM,02/04/2020 08:52:00 AM,,,74,68,,7.56,39.75,2.75,0.5,0,0,,0,43,,,
,02/04/2020 08:09:00 AM,02/04/2020 08:21:00 AM,,,42,75,,2.18,23.36,2.75,0,0,0,,0.3,26.41,,,
,02/04/2020 08:09:00 AM,02/04/2020 08:26:00 AM,,,194,235,,5.77,23.33,2.75,0,0,6.12,,0.3,32.5,,,
,02/04/2020 08:09:00 AM,02/04/2020 08:39:00 AM,,,188,25,,3.3,20.93,2.75,0,0,0,,0.3,23.98,,,
,02/04/2020 08:09:00 AM,02/04/2020 08:56:00 AM,,,210,125,,12.22,35.96,2.75,0,0,6.12,,0.3,45.13,,,
,02/04/2020 08:09:00 AM,02/04/2020 09:15:00 AM,,,259,140,,12.7,36.62,5.5,0,0,6.12,,0.3,48.54,,,
1,02/04/2020 08:09:01 AM,02/04/2020 08:22:16 AM,N,1,7,145,1,1.4,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/04/2020 08:09:01 AM,02/04/2020 08:20:51 AM,N,1,33,87,1,2.53,11,0,0.5,0,0,,0.3,14.55,2,1,2.75
2,02/04/2020 08:09:01 AM,02/04/2020 08:13:18 AM,N,1,95,196,1,0.92,5,0,0.5,0,0,,0.3,5.8,2,1,0
1,02/04/2020 08:09:06 AM,02/04/2020 08:42:33 AM,N,1,223,244,1,7.4,28,0,0.5,0,6.12,,0.3,34.92,2,1,0
2,02/04/2020 08:09:06 AM,02/04/2020 08:22:32 AM,N,1,74,43,5,1.31,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,0
1,02/04/2020 08:09:09 AM,02/04/2020 08:09:39 AM,N,1,39,39,1,0,28.2,0,0.5,0,0,,0.3,29,1,1,0
2,02/04/2020 08:09:11 AM,02/04/2020 08:17:10 AM,N,1,7,223,6,1.13,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/04/2020 08:09:12 AM,02/04/2020 08:29:52 AM,N,1,41,236,1,2.13,14,0,0.5,0,0,,0.3,17.55,2,1,2.75
2,02/04/2020 08:09:25 AM,02/04/2020 08:17:49 AM,N,1,41,74,1,0.69,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/04/2020 08:09:27 AM,02/04/2020 08:15:58 AM,N,1,74,41,4,0.78,6,0,0.5,0,0,,0.3,6.8,1,1,0
2,02/04/2020 08:09:42 AM,02/04/2020 08:21:44 AM,N,1,116,42,1,1.48,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
1,02/04/2020 08:09:42 AM,02/04/2020 09:25:10 AM,N,1,47,164,1,0,32.2,0,0.5,0,0,,0.3,33,1,1,0
2,02/04/2020 08:09:46 AM,02/04/2020 08:12:47 AM,N,1,75,75,1,0.55,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,02/04/2020 08:10:00 AM,02/04/2020 08:23:56 AM,N,1,74,236,1,1.77,10,0,0.5,2,0,,0.3,12.8,1,1,0
,02/04/2020 08:10:00 AM,02/04/2020 09:15:00 AM,,,139,145,,15.48,44.62,2.75,0.5,0,0,,0.3,48.17,,,
,02/04/2020 08:10:00 AM,02/04/2020 08:28:00 AM,,,20,259,,4.29,24.86,2.75,0,0,0,,0.3,27.91,,,
2,02/04/2020 08:10:28 AM,02/04/2020 08:16:20 AM,N,1,33,40,1,1.3,6,0,0.5,3,0,,0.3,9.8,1,1,0
2,02/04/2020 08:10:38 AM,02/04/2020 08:25:04 AM,N,1,74,75,1,1.53,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/04/2020 08:10:38 AM,02/04/2020 08:29:35 AM,N,1,145,140,1,3.49,15.5,0,0.5,4.76,0,,0.3,23.81,1,1,2.75
1,02/04/2020 08:10:41 AM,02/04/2020 08:13:59 AM,N,1,42,42,1,0.7,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
1,02/04/2020 08:10:41 AM,02/04/2020 08:47:08 AM,N,1,42,246,1,6.6,27,2.75,0.5,4.58,0,,0.3,35.13,1,1,2.75
1,02/04/2020 08:10:41 AM,02/04/2020 08:42:06 AM,N,1,41,142,1,0,20.2,0,0.5,0,0,,0.3,21,1,1,0
2,02/04/2020 08:10:47 AM,02/04/2020 08:16:39 AM,N,1,74,75,1,0.86,5.5,0,0.5,1.26,0,,0.3,7.56,1,1,0
1,02/04/2020 08:10:51 AM,02/04/2020 08:36:46 AM,N,5,147,42,1,4.2,13,0,0,0,0,,0,13,2,2,0
2,02/04/2020 08:10:51 AM,02/04/2020 08:22:33 AM,N,1,75,262,1,1.1,8.5,0,0.5,1,0,,0.3,13.05,1,1,2.75
,02/04/2020 08:11:00 AM,02/04/2020 08:39:00 AM,,,241,168,,5.18,23.21,2.75,0,0,0,,0.3,26.26,,,
,02/04/2020 08:11:00 AM,02/04/2020 08:32:00 AM,,,108,155,,6.9,16.49,2.75,0,0,6.12,,0.3,25.66,,,
1,02/04/2020 08:11:02 AM,02/04/2020 08:15:30 AM,N,1,75,75,1,0.6,5,0,0.5,0,0,,0.3,5.8,1,1,0
2,02/04/2020 08:11:08 AM,02/04/2020 08:18:26 AM,N,1,152,41,1,0.99,6.5,0,0.5,0,0,,0.3,7.3,1,1,0
2,02/04/2020 08:11:17 AM,02/04/2020 08:28:14 AM,N,1,129,179,1,3.06,13.5,0,0.5,2.86,0,,0.3,17.16,1,1,0
2,02/04/2020 08:11:17 AM,02/04/2020 08:23:29 AM,N,1,66,13,6,2.3,11,0,0.5,1.5,0,,0.3,16.05,1,1,2.75
1,02/04/2020 08:11:27 AM,02/04/2020 08:27:59 AM,N,1,75,138,1,6.6,20.5,0,0.5,4,6.12,,0.3,31.42,1,1,0
2,02/04/2020 08:11:29 AM,02/04/2020 08:30:33 AM,N,1,7,226,1,3.46,14.5,0,0.5,3.06,0,,0.3,18.36,1,1,0
1,02/04/2020 08:11:33 AM,02/04/2020 08:25:01 AM,N,1,74,166,1,1.8,10,0,0.5,2.7,0,,0.3,13.5,1,1,0
2,02/04/2020 08:11:38 AM,02/04/2020 08:24:37 AM,N,1,95,92,1,3.69,14,0,0.5,0,0,,0.3,14.8,2,1,0
2,02/04/2020 08:11:41 AM,02/04/2020 08:16:40 AM,N,1,66,33,1,0.77,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/04/2020 08:11:42 AM,02/04/2020 08:17:08 AM,N,1,166,41,1,0.87,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/04/2020 08:11:43 AM,02/04/2020 08:21:31 AM,N,1,130,134,1,1.56,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
2,02/04/2020 08:11:57 AM,02/04/2020 08:20:04 AM,N,1,166,42,1,1.12,7.5,0,0.5,1,0,,0.3,9.3,1,1,0
,02/04/2020 08:12:00 AM,02/04/2020 08:38:00 AM,,,225,76,,4.21,23.11,2.75,0.5,0,0,,0,26.36,,,
,02/04/2020 08:12:00 AM,02/04/2020 08:47:00 AM,,,41,174,,8.25,29.74,2.75,0.5,0,0,,0,32.99,,,
,02/04/2020 08:12:00 AM,02/04/2020 08:29:00 AM,,,94,159,,4.02,20.26,5.5,0.5,0,0,,0,26.26,,,
,02/04/2020 08:12:00 AM,02/04/2020 09:02:00 AM,,,155,65,,7.46,36.25,2.75,0.5,0,0,,0,39.5,,,
2,02/04/2020 08:12:15 AM,02/04/2020 08:31:36 AM,N,1,226,237,6,3.98,16.5,0,0.5,0,0,,0.3,20.05,2,1,2.75
2,02/04/2020 08:12:20 AM,02/04/2020 08:23:50 AM,N,1,74,42,1,2.23,11,0,0.5,2.36,0,,0.3,14.16,1,1,0
1,02/04/2020 08:12:24 AM,02/04/2020 08:28:40 AM,N,1,208,213,1,0,17.2,0,0.5,0,0,,0.3,18,1,1,0
2,02/04/2020 08:12:40 AM,02/04/2020 08:46:57 AM,N,1,7,170,1,4.56,21.5,0,0.5,0,0,,0.3,25.05,2,1,2.75
,02/04/2020 08:13:00 AM,02/04/2020 08:43:00 AM,,,171,7,,7.46,34.02,2.75,0,0,0,,0.3,37.07,,,
,02/04/2020 08:13:00 AM,02/04/2020 08:33:00 AM,,,238,75,,2.11,20.46,2.75,0,0,0,,0.3,23.51,,,
2,02/04/2020 08:13:21 AM,02/04/2020 08:32:22 AM,N,1,152,143,1,4.9,17.5,0,0.5,2,0,,0.3,23.05,1,1,2.75
2,02/04/2020 08:13:33 AM,02/04/2020 08:50:15 AM,N,1,116,164,1,7.13,28,0,0.5,2,0,,0.3,33.55,1,1,2.75
2,02/04/2020 08:13:44 AM,02/04/2020 08:20:14 AM,N,1,129,223,1,1.91,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,02/04/2020 08:13:52 AM,02/04/2020 08:18:31 AM,N,1,75,41,6,0.85,5,0,0.5,1,0,,0.3,6.8,1,1,0
2,02/04/2020 08:14:00 AM,02/04/2020 08:20:57 AM,N,1,42,116,1,1.02,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,0
2,02/04/2020 08:14:00 AM,02/04/2020 08:24:57 AM,N,1,74,166,2,1.18,8,0,0.5,1.32,0,,0.3,10.12,1,1,0
,02/04/2020 08:14:00 AM,02/04/2020 08:19:00 AM,,,210,210,,0.55,13.34,2.75,0,0,0,,0.3,16.39,,,
,02/04/2020 08:14:00 AM,02/04/2020 09:01:00 AM,,,188,233,,11.96,37.33,2.75,0,0,6.12,,0.3,46.5,,,
,02/04/2020 08:14:00 AM,02/04/2020 08:25:00 AM,,,69,119,,0.83,14.55,2.75,0,0,0,,0.3,17.6,,,
2,02/04/2020 08:14:12 AM,02/04/2020 08:28:58 AM,N,1,74,43,1,2.44,11.5,0,0.5,2,0,,0.3,17.05,1,1,2.75
1,02/04/2020 08:14:14 AM,02/04/2020 08:41:24 AM,N,1,35,17,1,0,17.2,0,0.5,0,0,,0.3,18,1,1,0
1,02/04/2020 08:14:17 AM,02/04/2020 08:44:23 AM,N,1,155,89,1,0,14.2,0,0.5,0,0,,0.3,15,1,1,0
2,02/04/2020 08:14:28 AM,02/04/2020 08:54:48 AM,N,1,42,161,1,4.85,26,0,0.5,1.48,0,,0.3,31.03,1,1,2.75
2,02/04/2020 08:14:30 AM,02/04/2020 08:24:02 AM,N,1,260,7,1,1.92,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,02/04/2020 08:14:39 AM,02/04/2020 08:23:30 AM,N,1,152,166,1,1.36,7.5,0,0.5,2.08,0,,0.3,10.38,1,1,0
1,02/04/2020 08:14:53 AM,02/04/2020 10:06:51 AM,N,1,65,33,1,7.6,62.5,0,0.5,30,0,,0.3,93.3,1,1,0
,02/04/2020 08:15:00 AM,02/04/2020 08:46:00 AM,,,69,242,,9.11,27.27,2.75,0,0,0,,0.3,30.32,,,
,02/04/2020 08:15:00 AM,02/04/2020 09:32:00 AM,,,3,140,,13.74,41.43,2.75,0,0,0,,0.3,44.48,,,
,02/04/2020 08:15:00 AM,02/04/2020 08:31:00 AM,,,218,203,,3.53,18.58,2.75,0,0,0,,0.3,21.63,,,
2,02/04/2020 08:15:04 AM,02/04/2020 08:51:25 AM,N,1,49,132,1,11.44,37,0,0.5,5.67,0,,0.3,45.42,1,1,0
2,02/04/2020 08:15:11 AM,02/04/2020 08:21:06 AM,N,1,74,41,1,1.06,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,02/04/2020 08:15:14 AM,02/04/2020 08:28:28 AM,N,1,74,75,1,1.28,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,0
2,02/04/2020 08:15:17 AM,02/04/2020 08:19:29 AM,N,1,42,116,1,0.67,5,0,0.5,0,0,,0.3,5.8,2,1,0
,02/04/2020 08:15:17 AM,02/04/2020 08:57:17 AM,,,166,261,,9.13,38.48,2.75,0,0,0,,0.3,41.53,,,
2,02/04/2020 08:15:22 AM,02/04/2020 08:33:22 AM,N,1,179,145,1,1.66,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,02/04/2020 08:15:22 AM,02/04/2020 08:35:06 AM,N,1,42,69,1,2.23,13.5,0,0.5,0,0,,0.3,14.3,2,1,0
2,02/04/2020 08:15:24 AM,02/04/2020 08:37:31 AM,N,1,236,138,1,8.04,26,0,0.5,4.94,6.12,,0.3,37.86,1,1,0
2,02/04/2020 08:15:31 AM,02/04/2020 08:23:30 AM,N,1,41,166,1,1.07,7,0,0.5,1.17,0,,0.3,8.97,1,1,0
,02/04/2020 08:16:00 AM,02/04/2020 08:45:00 AM,,,212,174,,5.36,23.09,2.75,0,0,0,,0.3,26.14,,,
,02/04/2020 08:16:00 AM,02/04/2020 09:12:00 AM,,,140,180,,12.97,34.47,2.75,0.5,0,6.12,,0.3,44.14,,,
,02/04/2020 08:16:00 AM,02/04/2020 09:07:00 AM,,,225,178,,7.7,27.21,2.75,0,0,0,,0.3,30.26,,,
2,02/04/2020 08:16:02 AM,02/04/2020 08:57:17 AM,N,1,7,186,1,5.23,27,0,0.5,2,0,,0.3,32.55,1,1,2.75
2,02/04/2020 08:16:03 AM,02/04/2020 08:41:03 AM,N,1,134,101,1,7.39,22,0,0.5,3,0,,0.3,25.8,1,1,0
2,02/04/2020 08:16:27 AM,02/04/2020 08:33:32 AM,N,1,174,248,1,4.5,16,0,0.5,0,0,,0.3,16.8,2,1,0
2,02/04/2020 08:16:34 AM,02/04/2020 08:25:47 AM,N,1,82,82,1,1.4,8,0,0.5,0,0,,0.3,8.8,2,1,0
1,02/04/2020 08:16:38 AM,02/04/2020 08:16:38 AM,Y,1,264,264,1,0,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,02/04/2020 08:16:40 AM,02/04/2020 08:40:09 AM,N,1,66,234,1,5.5,20,2.75,0.5,4.7,0,,0.3,28.25,1,1,2.75
2,02/04/2020 08:16:46 AM,02/04/2020 08:28:35 AM,N,1,43,236,1,1.25,9,0,0.5,1,0,,0.3,13.55,1,1,2.75
2,02/04/2020 08:16:47 AM,02/04/2020 09:01:48 AM,N,5,196,16,1,15.38,55,0,0,0,0,,0.3,55.3,2,2,0
2,02/04/2020 08:16:55 AM,02/04/2020 08:23:17 AM,N,1,75,236,1,0.68,6,0,0.5,0,0,,0.3,9.55,2,1,2.75
,02/04/2020 08:17:00 AM,02/04/2020 08:38:00 AM,,,136,244,,2.89,22.45,2.75,0,0,0,,0.3,25.5,,,
,02/04/2020 08:17:00 AM,02/04/2020 09:23:00 AM,,,94,140,,9.76,33.73,2.75,0,0,6.12,,0.3,42.9,,,
,02/04/2020 08:17:00 AM,02/04/2020 09:02:00 AM,,,198,237,,6.75,35.46,2.75,0,0,0,,0.3,38.51,,,
2,02/04/2020 08:17:05 AM,02/04/2020 08:22:14 AM,N,1,179,193,1,1.31,6,0,0.5,1.5,0,,0.3,8.3,1,1,0
1,02/04/2020 08:17:26 AM,02/04/2020 08:23:13 AM,N,1,116,116,1,0.5,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/04/2020 08:17:26 AM,02/04/2020 08:27:00 AM,N,1,74,166,1,1.59,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
2,02/04/2020 08:17:28 AM,02/04/2020 08:47:47 AM,N,1,33,170,1,6.5,26,0,0.5,5.91,0,,0.3,35.46,1,1,2.75
2,02/04/2020 08:17:33 AM,02/04/2020 08:27:54 AM,N,1,78,169,1,1.02,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/04/2020 08:17:35 AM,02/04/2020 08:50:39 AM,N,5,242,168,1,5.39,14,0,0,0,0,,0.3,14.3,2,2,0
2,02/04/2020 08:17:46 AM,02/04/2020 08:56:57 AM,N,1,166,162,1,4.54,24.5,0,0.5,5.61,0,,0.3,33.66,1,1,2.75
2,02/04/2020 08:17:49 AM,02/04/2020 08:25:08 AM,N,1,75,75,1,0.81,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,0
2,02/04/2020 08:17:54 AM,02/04/2020 08:23:12 AM,N,1,152,166,1,0.8,5.5,0,0.5,1.89,0,,0.3,8.19,1,1,0
,02/04/2020 08:18:00 AM,02/04/2020 08:56:00 AM,,,188,65,,3.4,25.2,2.75,0.5,0,0,,0,28.45,,,
,02/04/2020 08:18:00 AM,02/04/2020 09:26:00 AM,,,22,198,,17.98,54.25,2.75,0,0,0,,0.3,57.3,,,
,02/04/2020 08:18:00 AM,02/04/2020 08:41:00 AM,,,195,137,,7.59,18.43,2.75,0,0,6.12,,0.3,27.6,,,
2,02/04/2020 08:18:05 AM,02/04/2020 08:37:50 AM,N,1,75,237,2,1.98,13,0,0.5,3.31,0,,0.3,19.86,1,1,2.75
2,02/04/2020 08:18:08 AM,02/04/2020 08:25:04 AM,N,1,41,42,3,0.94,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/04/2020 08:18:12 AM,02/04/2020 08:30:02 AM,N,1,74,75,1,1.44,9,0,0.5,0,0,,0.3,9.8,1,1,0
2,02/04/2020 08:18:19 AM,02/04/2020 08:23:28 AM,N,1,182,212,5,0.6,5,0,0.5,1.45,0,,0.3,7.25,1,1,0
2,02/04/2020 08:18:23 AM,02/04/2020 08:28:20 AM,N,5,235,18,1,1.55,9,0,0,0,0,,0.3,9.3,2,2,0
2,02/04/2020 08:18:24 AM,02/04/2020 08:22:04 AM,N,1,42,41,1,0.49,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,02/04/2020 08:18:25 AM,02/04/2020 08:46:08 AM,N,1,119,42,1,3.07,18,0,0.5,0,0,,0.3,18.8,1,1,0
2,02/04/2020 08:18:32 AM,02/04/2020 08:28:56 AM,N,1,74,263,1,1,8,0,0.5,0,0,,0.3,11.55,2,1,2.75
1,02/04/2020 08:18:38 AM,02/04/2020 08:44:31 AM,N,1,168,74,1,0.8,15,0,0.5,0,0,,0.3,15.8,2,1,0
,02/04/2020 08:19:00 AM,02/04/2020 08:59:00 AM,,,222,181,,6.93,28.03,2.75,0,0,0,,0.3,31.08,,,
,02/04/2020 08:19:00 AM,02/04/2020 08:53:00 AM,,,38,130,,4.74,25.45,2.75,0.5,0,0,,0.3,29,,,
,02/04/2020 08:19:00 AM,02/04/2020 09:14:00 AM,,,200,158,,13.49,48.34,2.75,0,0,2.8,,0.3,54.19,,,
2,02/04/2020 08:19:03 AM,02/04/2020 08:43:31 AM,N,1,97,40,4,2.08,15.5,0,0.5,0,0,,0.3,16.3,2,1,0
2,02/04/2020 08:19:07 AM,02/04/2020 08:28:00 AM,N,1,40,33,1,0.95,7.5,0,0.5,1.66,0,,0.3,9.96,1,1,0
2,02/04/2020 08:19:16 AM,02/04/2020 08:42:54 AM,N,1,41,140,1,3.2,16.5,0,0.5,3,0,,0.3,23.05,1,1,2.75
2,02/04/2020 08:19:18 AM,02/04/2020 08:26:56 AM,N,1,41,238,1,1.36,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
2,02/04/2020 08:19:26 AM,02/04/2020 08:33:18 AM,N,1,24,75,1,1.05,10,0,0.5,0,0,,0.3,10.8,1,1,0
2,02/04/2020 08:19:26 AM,02/04/2020 08:23:46 AM,N,1,42,152,1,0.76,5,0,0.5,0,0,,0.3,5.8,2,1,0
