VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,02/04/2020 02:17:49 PM,02/04/2020 02:33:46 PM,N,1,181,4,1,5.04,17,0,0.5,0,0,,0.3,20.55,2,1,2.75
1,02/04/2020 02:17:56 PM,02/04/2020 02:31:09 PM,N,1,74,41,1,0.9,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
,02/04/2020 02:18:00 PM,02/04/2020 02:35:00 PM,,,49,61,,2.97,13.48,5.5,0.5,0,0,,0.3,19.78,,,
2,02/04/2020 02:18:02 PM,02/04/2020 02:27:55 PM,N,1,25,66,3,1.55,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
1,02/04/2020 02:18:11 PM,02/04/2020 02:28:03 PM,N,1,33,40,1,1.3,8,0,0.5,2.2,0,,0.3,11,1,1,0
2,02/04/2020 02:18:13 PM,02/04/2020 02:42:10 PM,N,1,42,249,1,7.13,24.5,0,0.5,0,0,,0.3,28.05,2,1,2.75
2,02/04/2020 02:18:26 PM,02/04/2020 02:21:31 PM,N,1,82,83,1,0.44,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,02/04/2020 02:18:33 PM,02/04/2020 02:27:34 PM,N,1,75,74,2,1.61,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/04/2020 02:18:40 PM,02/04/2020 02:25:14 PM,N,1,7,193,1,1.3,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/04/2020 02:18:41 PM,02/04/2020 02:19:21 PM,N,1,207,207,1,0,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,02/04/2020 02:18:51 PM,02/04/2020 02:36:46 PM,N,1,181,188,1,2.71,13.5,0,0.5,0,0,,0.3,14.3,1,1,0
2,02/04/2020 02:18:52 PM,02/04/2020 02:22:28 PM,N,1,41,42,2,0.71,4.5,0,0.5,1.06,0,,0.3,6.36,1,1,0
2,02/04/2020 02:18:56 PM,02/04/2020 02:24:20 PM,N,1,66,97,1,0.83,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,02/04/2020 02:18:59 PM,02/04/2020 02:31:18 PM,N,1,260,82,2,2.04,10.5,0,0.5,0,0,,0.3,11.3,2,1,0
,02/04/2020 02:19:00 PM,02/04/2020 02:26:00 PM,,,134,95,,1.24,19.4,2.75,0,0,0,,0.3,22.45,,,
,02/04/2020 02:19:00 PM,02/04/2020 02:40:00 PM,,,174,51,,2.97,34.62,2.75,0,0,0,,0.3,37.67,,,
,02/04/2020 02:19:00 PM,02/04/2020 02:52:00 PM,,,123,62,,5.13,31.9,2.75,0,0,0,,0.3,34.95,,,
2,02/04/2020 02:19:13 PM,02/04/2020 02:24:21 PM,N,1,116,116,1,0.59,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/04/2020 02:19:15 PM,02/04/2020 02:35:51 PM,N,1,29,55,1,1.12,11.5,0,0.5,0,0,,0.3,12.3,2,1,0
2,02/04/2020 02:19:38 PM,02/04/2020 02:31:32 PM,N,1,75,74,1,1.68,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,02/04/2020 02:19:39 PM,02/04/2020 02:27:16 PM,N,1,97,66,1,1.36,7.5,0,0.5,2.08,0,,0.3,10.38,1,1,0
1,02/04/2020 02:19:40 PM,02/04/2020 02:40:23 PM,N,1,136,69,1,0,17.2,0,0.5,0,0,,0.3,18,1,1,0
2,02/04/2020 02:19:46 PM,02/04/2020 02:27:44 PM,N,1,116,244,1,1.27,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,02/04/2020 02:19:48 PM,02/04/2020 02:36:29 PM,N,1,182,81,1,0,22.2,0,0.5,0,0,,0.3,23,1,1,0
2,02/04/2020 02:19:49 PM,02/04/2020 02:26:07 PM,N,1,7,7,1,0.83,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,02/04/2020 02:19:56 PM,02/04/2020 02:22:34 PM,N,1,181,106,1,0.57,4,0,0.5,0.72,0,,0.3,7.47,1,1,0
,02/04/2020 02:20:00 PM,02/04/2020 02:41:00 PM,,,155,14,,10.64,48.65,2.75,0.5,0,0,,0,51.9,,,
,02/04/2020 02:20:00 PM,02/04/2020 02:30:00 PM,,,155,165,,2.38,20.83,2.75,0.5,0,0,,0,24.08,,,
1,02/04/2020 02:20:30 PM,02/04/2020 02:32:27 PM,N,1,61,61,1,0,11.2,0,0.5,0,0,,0.3,12,1,1,0
1,02/04/2020 02:20:45 PM,02/04/2020 02:28:41 PM,N,1,116,244,2,1.4,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
,02/04/2020 02:21:00 PM,02/04/2020 02:33:00 PM,,,75,41,,2.12,20.65,2.75,0,0,0,,0.3,23.7,,,
,02/04/2020 02:21:00 PM,02/04/2020 02:41:00 PM,,,15,56,,8.07,36.62,2.75,0,0,0,,0.3,39.67,,,
,02/04/2020 02:21:00 PM,02/04/2020 03:03:00 PM,,,76,181,,7.28,28.03,2.75,0,0,0,,0.3,31.08,,,
,02/04/2020 02:21:00 PM,02/04/2020 02:27:00 PM,,,29,210,,0.85,13.34,2.75,0,0,0,,0.3,16.39,,,
1,02/04/2020 02:21:01 PM,02/04/2020 02:27:49 PM,N,1,75,74,2,1.3,7,0,0.5,1.55,0,,0.3,9.35,1,1,0
1,02/04/2020 02:21:05 PM,02/04/2020 02:29:52 PM,N,1,61,49,1,1.4,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/04/2020 02:21:05 PM,02/04/2020 02:23:11 PM,N,1,41,166,1,0.34,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
1,02/04/2020 02:21:07 PM,02/04/2020 02:33:01 PM,N,1,244,166,1,3,12,0,0.5,2.55,0,,0.3,15.35,1,1,0
2,02/04/2020 02:21:07 PM,02/04/2020 02:47:45 PM,N,1,210,40,1,12.95,37.5,0,0.5,11.49,0,,0.3,49.79,1,1,0
2,02/04/2020 02:21:07 PM,02/04/2020 02:31:10 PM,N,1,61,188,1,1.72,9,0,0.5,2.45,0,,0.3,12.25,1,1,0
2,02/04/2020 02:21:28 PM,02/04/2020 02:27:13 PM,N,1,7,179,1,0.76,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/04/2020 02:21:30 PM,02/04/2020 02:31:02 PM,N,1,74,74,3,1.79,8.5,0,0.5,0,0,,0.3,9.3,1,1,0
1,02/04/2020 02:21:40 PM,02/04/2020 02:34:08 PM,N,1,72,39,1,1.5,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/04/2020 02:21:48 PM,02/04/2020 02:27:50 PM,N,1,95,95,1,0.08,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
,02/04/2020 02:22:00 PM,02/04/2020 02:35:00 PM,,,225,225,,1.58,16.53,2.75,0.5,0,0,,0,19.78,,,
1,02/04/2020 02:22:29 PM,02/04/2020 02:31:05 PM,N,1,166,239,1,2,8.5,2.75,0.5,0,0,,0.3,12.05,2,1,2.75
1,02/04/2020 02:22:40 PM,02/04/2020 02:30:11 PM,N,1,97,97,1,0.8,6.5,0,0.5,1.45,0,,0.3,8.75,1,1,0
2,02/04/2020 02:22:40 PM,02/04/2020 02:26:45 PM,N,1,260,260,5,0.43,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,02/04/2020 02:22:44 PM,02/04/2020 02:30:20 PM,N,1,97,189,2,1.19,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/04/2020 02:22:48 PM,02/04/2020 02:32:20 PM,N,1,75,263,1,1.49,8,0,0.5,2.31,0,,0.3,13.86,1,1,2.75
2,02/04/2020 02:22:49 PM,02/04/2020 02:37:26 PM,N,5,192,132,1,8.72,35,0,0,0.02,0,,0.3,35.32,1,2,0
,02/04/2020 02:23:00 PM,02/04/2020 02:30:00 PM,,,61,188,,1,21.37,2.75,0,0,0,,0.3,24.42,,,
,02/04/2020 02:23:00 PM,02/04/2020 02:40:00 PM,,,181,188,,2.88,21.44,2.75,0.5,0,0,,0,24.69,,,
,02/04/2020 02:23:00 PM,02/04/2020 02:50:00 PM,,,145,68,,4.12,20.03,2.75,0.5,0,6.12,,0,29.4,,,
2,02/04/2020 02:23:06 PM,02/04/2020 02:27:53 PM,N,1,75,74,1,0.86,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/04/2020 02:23:11 PM,02/04/2020 02:30:36 PM,N,1,166,74,1,1.32,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/04/2020 02:23:32 PM,02/04/2020 02:32:58 PM,N,1,159,69,1,1.36,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,02/04/2020 02:23:33 PM,02/04/2020 02:38:13 PM,N,1,174,259,1,0,19.2,0,0.5,0,0,,0.3,20,1,1,0
2,02/04/2020 02:23:45 PM,02/04/2020 02:31:26 PM,N,1,65,106,1,1.16,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/04/2020 02:23:50 PM,02/04/2020 02:38:57 PM,N,1,82,223,1,3.49,13.5,0,0.5,0,0,,0.3,14.3,2,1,0
1,02/04/2020 02:23:51 PM,02/04/2020 02:29:10 PM,N,1,33,33,1,0.5,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/04/2020 02:23:52 PM,02/04/2020 02:30:09 PM,N,1,74,74,1,0.55,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/04/2020 02:23:57 PM,02/04/2020 02:43:46 PM,N,1,35,36,1,3.76,15.5,0,0.5,0,0,,0.3,16.3,2,1,0
2,02/04/2020 02:23:59 PM,02/04/2020 02:51:23 PM,N,1,3,220,1,5.36,21,0,0.5,0,0,,0.3,21.8,2,1,0
2,02/04/2020 02:24:00 PM,02/04/2020 03:04:56 PM,N,1,82,92,1,1.97,24.5,0,0.5,0,0,,0.3,25.3,2,1,0
,02/04/2020 02:24:00 PM,02/04/2020 02:58:00 PM,,,39,117,,12.89,36.5,2.75,0,0,2.29,,0.3,41.84,,,
,02/04/2020 02:24:00 PM,02/04/2020 02:51:00 PM,,,144,83,,6.64,35.35,2.75,0,0,0,,0.3,38.4,,,
2,02/04/2020 02:24:02 PM,02/04/2020 02:42:35 PM,N,1,166,220,1,6.44,21.5,0,0.5,0,2.8,,0.3,25.1,2,1,0
2,02/04/2020 02:24:03 PM,02/04/2020 02:57:44 PM,N,1,33,33,1,5.15,24,0,0.5,0,0,,0.3,24.8,2,1,0
2,02/04/2020 02:24:23 PM,02/04/2020 02:45:17 PM,N,1,43,68,1,5.42,20,0,0.5,4.71,0,,0.3,28.26,1,1,2.75
2,02/04/2020 02:24:23 PM,02/04/2020 02:43:22 PM,N,1,127,262,1,7.05,21.5,0,0.5,0,0,,0.3,25.05,2,1,2.75
2,02/04/2020 02:24:28 PM,02/04/2020 02:36:55 PM,N,1,43,237,1,1.58,9,0,0.5,0,0,,0.3,12.55,1,1,2.75
2,02/04/2020 02:24:28 PM,02/04/2020 02:43:16 PM,N,1,74,151,1,2.5,13.5,0,0.5,2.14,0,,0.3,16.44,1,1,0
2,02/04/2020 02:24:39 PM,02/04/2020 02:30:39 PM,N,1,75,42,1,1.14,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,02/04/2020 02:24:44 PM,02/04/2020 02:30:50 PM,N,1,7,146,1,0.71,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,02/04/2020 02:24:51 PM,02/04/2020 02:37:35 PM,N,1,75,42,1,3.09,12,0,0.5,0,0,,0.3,12.8,2,1,0
1,02/04/2020 02:24:56 PM,02/04/2020 02:31:36 PM,N,1,55,108,1,0,14.2,0,0.5,0,0,,0.3,15,1,1,0
,02/04/2020 02:25:00 PM,02/04/2020 02:54:00 PM,,,55,33,,11.74,46.1,5.5,0,0,0,,0.3,51.9,,,
2,02/04/2020 02:25:02 PM,02/04/2020 02:32:05 PM,N,1,75,74,1,1.39,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/04/2020 02:25:03 PM,02/04/2020 02:26:23 PM,N,5,197,197,1,0,16,0,0,0,0,,0.3,16.3,1,2,0
2,02/04/2020 02:25:04 PM,02/04/2020 02:33:01 PM,N,1,74,75,2,1.04,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/04/2020 02:25:05 PM,02/04/2020 02:31:46 PM,N,1,166,238,1,1.58,7.5,0,0.5,2.21,0,,0.3,13.26,1,1,2.75
2,02/04/2020 02:25:16 PM,02/04/2020 02:48:54 PM,N,1,17,34,5,2.33,16,0,0.5,0,0,,0.3,16.8,1,1,0
2,02/04/2020 02:25:17 PM,02/04/2020 02:57:03 PM,N,1,65,177,1,4.61,22,0,0.5,0,0,,0.3,22.8,2,1,0
2,02/04/2020 02:25:18 PM,02/04/2020 03:01:03 PM,N,1,33,77,1,6.31,26,0,0.5,0,0,,0.3,26.8,2,1,0
2,02/04/2020 02:25:28 PM,02/04/2020 02:36:07 PM,N,1,7,129,6,1.8,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/04/2020 02:25:38 PM,02/04/2020 02:39:04 PM,N,1,43,152,1,3,11.5,0,0.5,0,0,,0.3,12.3,2,1,0
2,02/04/2020 02:25:41 PM,02/04/2020 02:35:19 PM,N,1,166,239,1,1.85,8.5,0,0.5,0,0,,0.3,12.05,2,1,2.75
2,02/04/2020 02:25:56 PM,02/04/2020 02:35:24 PM,N,1,33,181,1,1.44,8,0,0.5,0,0,,0.3,8.8,2,1,0
1,02/04/2020 02:25:56 PM,02/04/2020 02:37:28 PM,N,1,66,255,1,3.3,13,0,0.5,3.45,0,,0.3,17.25,1,1,0
2,02/04/2020 02:25:57 PM,02/04/2020 02:30:02 PM,N,1,244,244,1,0.66,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
,02/04/2020 02:26:00 PM,02/04/2020 03:17:00 PM,,,140,215,,13.82,46.75,2.75,0,0,0,,0.3,49.8,,,
,02/04/2020 02:26:00 PM,02/04/2020 02:49:00 PM,,,81,247,,8.91,30.81,2.75,0.5,0,0,,0.3,34.36,,,
2,02/04/2020 02:26:01 PM,02/04/2020 02:36:46 PM,N,1,74,75,1,1.62,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
1,02/04/2020 02:26:25 PM,02/04/2020 02:52:26 PM,N,1,75,114,1,7.2,24,2.75,0.5,4.13,0,,0.3,31.68,1,1,2.75
1,02/04/2020 02:26:27 PM,02/04/2020 02:36:52 PM,N,1,17,177,1,0,11.2,0,0.5,0,0,,0.3,12,1,1,0
2,02/04/2020 02:26:30 PM,02/04/2020 02:40:00 PM,N,1,66,144,1,2.07,11,0,0.5,0,0,,0.3,14.55,2,1,2.75
1,02/04/2020 02:26:33 PM,02/04/2020 02:36:31 PM,N,1,152,74,1,1.9,9,0,0.5,1.95,0,,0.3,11.75,1,1,0
2,02/04/2020 02:26:34 PM,02/04/2020 02:41:13 PM,N,1,74,151,1,2.49,11.5,0,0.5,2.46,0,,0.3,14.76,1,1,0
2,02/04/2020 02:26:43 PM,02/04/2020 02:49:40 PM,N,1,244,262,5,6.94,22.5,0,0.5,3.13,0,,0.3,29.18,1,1,2.75
2,02/04/2020 02:26:48 PM,02/04/2020 03:02:58 PM,N,1,42,25,1,11.85,34.5,0,0.5,0.3,0,,0.3,38.35,1,1,2.75
2,02/04/2020 02:26:51 PM,02/04/2020 02:34:29 PM,N,1,52,33,1,1.07,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/04/2020 02:26:54 PM,02/04/2020 02:46:45 PM,N,1,74,262,1,2.59,14.5,0,0.5,0,0,,0.3,18.05,2,1,2.75
2,02/04/2020 02:26:55 PM,02/04/2020 02:27:44 PM,N,1,193,193,1,0,-2.5,0,-0.5,0,0,,-0.3,-3.3,3,1,0
2,02/04/2020 02:26:55 PM,02/04/2020 02:27:44 PM,N,1,193,193,1,0,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
1,02/04/2020 02:26:56 PM,02/04/2020 02:34:00 PM,N,1,166,238,1,1.5,7.5,2.75,0.5,2.2,0,,0.3,13.25,1,1,2.75
,02/04/2020 02:27:00 PM,02/04/2020 02:36:00 PM,,,166,151,,1.16,12.67,2.75,0,0,0,,0.3,15.72,,,
,02/04/2020 02:27:00 PM,02/04/2020 02:44:00 PM,,,174,51,,3.83,29.45,2.75,0,0,0,,0.3,32.5,,,
,02/04/2020 02:27:00 PM,02/04/2020 02:30:00 PM,,,26,26,,0.44,12.84,2.75,0,0,0,,0.3,15.89,,,
,02/04/2020 02:27:00 PM,02/04/2020 02:45:00 PM,,,18,248,,3.72,23.09,2.75,0,0,0,,0.3,26.14,,,
1,02/04/2020 02:27:12 PM,02/04/2020 02:41:10 PM,N,1,75,41,1,1.8,10.5,0,0.5,0,0,,0.3,11.3,2,1,0
2,02/04/2020 02:27:22 PM,02/04/2020 02:32:37 PM,N,1,75,75,1,0.76,5.5,0,0.5,1.58,0,,0.3,7.88,1,1,0
2,02/04/2020 02:27:39 PM,02/04/2020 02:37:09 PM,N,1,242,32,1,1.59,8,0,0.5,0,0,,0.3,8.8,2,2,0
2,02/04/2020 02:27:51 PM,02/04/2020 02:37:34 PM,N,1,75,74,1,1.66,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
1,02/04/2020 02:27:52 PM,02/04/2020 02:33:29 PM,N,1,42,41,1,1,6,0,0.5,1.35,0,,0.3,8.15,1,1,0
2,02/04/2020 02:27:53 PM,02/04/2020 02:45:32 PM,N,1,75,48,1,3.13,14,0,0.5,1,0,,0.3,18.55,1,1,2.75
1,02/04/2020 02:27:54 PM,02/04/2020 02:48:59 PM,N,1,61,89,1,2.9,15,0,0.5,3.15,0,,0.3,18.95,1,1,0
2,02/04/2020 02:27:59 PM,02/04/2020 02:31:46 PM,N,1,82,82,1,0.64,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
,02/04/2020 02:28:00 PM,02/04/2020 02:32:00 PM,,,123,108,,0.76,12.82,2.75,0,0,0,,0.3,15.87,,,
,02/04/2020 02:28:00 PM,02/04/2020 02:53:00 PM,,,101,205,,7.39,28.54,2.75,0.5,0,0,,0,31.79,,,
,02/04/2020 02:28:00 PM,02/04/2020 02:42:00 PM,,,26,22,,2.2,17.51,2.75,0,0,0,,0.3,20.56,,,
2,02/04/2020 02:28:09 PM,02/04/2020 02:35:51 PM,N,1,41,152,1,1.19,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
2,02/04/2020 02:28:13 PM,02/04/2020 02:36:14 PM,N,1,83,260,1,1.32,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,02/04/2020 02:28:17 PM,02/04/2020 02:38:14 PM,N,1,95,130,1,2.97,11,0,0.5,0,0,,0.3,11.8,2,1,0
1,02/04/2020 02:28:19 PM,02/04/2020 02:43:22 PM,N,1,166,75,1,1.8,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,02/04/2020 02:28:29 PM,02/04/2020 02:35:02 PM,N,1,75,236,1,0.75,6,0,0.5,1.91,0,,0.3,11.46,1,1,2.75
2,02/04/2020 02:28:35 PM,02/04/2020 02:38:46 PM,N,1,223,70,1,3.02,11.5,0,0.5,2.46,0,,0.3,14.76,1,1,0
2,02/04/2020 02:28:38 PM,02/04/2020 02:33:47 PM,N,1,189,181,1,0.89,5.5,0,0.5,3.33,0,,0.3,9.63,1,1,0
2,02/04/2020 02:28:42 PM,02/04/2020 02:38:30 PM,N,1,17,37,1,0.9,7.5,0,0.5,0,0,,0.3,8.3,1,1,0
2,02/04/2020 02:28:58 PM,02/04/2020 03:09:26 PM,N,2,41,132,1,18.39,52,0,0.5,0,6.12,,0.3,58.92,2,1,0
,02/04/2020 02:29:00 PM,02/04/2020 02:44:00 PM,,,14,55,,6,19.41,2.75,0,0,0,,0.3,22.46,,,
,02/04/2020 02:29:00 PM,02/04/2020 02:40:00 PM,,,139,205,,1.81,18.58,2.75,0,0,0,,0.3,21.63,,,
2,02/04/2020 02:29:02 PM,02/04/2020 02:51:07 PM,N,1,75,163,1,2.48,15,0,0.5,3.71,0,,0.3,22.26,1,1,2.75
1,02/04/2020 02:29:04 PM,02/04/2020 03:26:36 PM,N,1,33,47,1,0,48.2,0,0.5,0,0,,0.3,49,1,1,0
1,02/04/2020 02:29:05 PM,02/04/2020 02:41:26 PM,N,1,260,138,1,4.1,14.5,0,0.5,3,0,,0.3,18.3,1,1,0
2,02/04/2020 02:29:10 PM,02/04/2020 02:35:49 PM,N,1,145,145,1,1.5,6.5,0,0.5,1.82,0,,0.3,9.12,1,1,0
2,02/04/2020 02:29:45 PM,02/04/2020 02:36:50 PM,N,1,7,193,6,1.26,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/04/2020 02:29:51 PM,02/04/2020 02:37:02 PM,N,1,166,238,1,1.38,7,0,0.5,2.11,0,,0.3,12.66,1,1,2.75
2,02/04/2020 02:29:59 PM,02/04/2020 02:39:42 PM,N,1,166,238,1,1.32,8.5,0,0.5,3.01,0,,0.3,15.06,1,1,2.75
,02/04/2020 02:30:00 PM,02/04/2020 02:55:00 PM,,,181,177,,4.24,18.65,2.75,0.5,0,0,,0.3,22.2,,,
,02/04/2020 02:30:00 PM,02/04/2020 02:40:00 PM,,,145,260,,1.82,16.83,2.75,0,0,0,,0.3,19.88,,,
,02/04/2020 02:30:00 PM,02/04/2020 03:04:00 PM,,,179,122,,12.61,45.12,2.75,0,0,0,,0.3,48.17,,,
,02/04/2020 02:30:00 PM,02/04/2020 03:03:00 PM,,,117,216,,9.7,32.96,8.25,0,0,2.29,,0.3,43.8,,,
,02/04/2020 02:30:00 PM,02/04/2020 02:41:00 PM,,,182,185,,1.44,12.97,2.75,0.5,0,0,,0,16.22,,,
2,02/04/2020 02:30:04 PM,02/04/2020 02:37:35 PM,N,1,243,243,1,0.82,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/04/2020 02:30:13 PM,02/04/2020 02:45:38 PM,N,1,74,239,1,3.22,13,0,0.5,4.14,0,,0.3,20.69,1,1,2.75
2,02/04/2020 02:30:17 PM,02/04/2020 02:36:14 PM,N,1,14,14,2,0.82,5.5,0,0.5,0,0,,0.3,6.3,1,1,0
2,02/04/2020 02:30:24 PM,02/04/2020 02:39:01 PM,N,1,74,41,1,1.04,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,02/04/2020 02:30:27 PM,02/04/2020 02:40:34 PM,N,1,75,74,2,1.26,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
2,02/04/2020 02:30:28 PM,02/04/2020 02:58:02 PM,N,1,75,100,5,4.32,19.5,0,0.5,4.61,0,,0.3,27.66,1,1,2.75
2,02/04/2020 02:30:33 PM,02/04/2020 02:38:00 PM,N,1,82,129,1,0.97,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/04/2020 02:30:36 PM,02/04/2020 02:57:34 PM,N,1,166,138,1,7.41,27,0,0.5,5.09,6.12,,0.3,39.01,1,1,0
2,02/04/2020 02:30:39 PM,02/04/2020 02:42:42 PM,N,1,14,67,1,1.3,9,0,0.5,0,0,,0.3,9.8,1,1,0
2,02/04/2020 02:30:47 PM,02/04/2020 02:37:16 PM,N,1,40,33,2,0.67,6,0,0.5,0,0,,0.3,6.8,2,1,0
,02/04/2020 02:31:00 PM,02/04/2020 02:49:00 PM,,,228,181,,3.45,19.23,2.75,0,0,0,,0.3,22.28,,,
,02/04/2020 02:31:00 PM,02/04/2020 02:42:00 PM,,,191,205,,2.35,28.74,2.75,0,0,0,,0.3,31.79,,,
,02/04/2020 02:31:00 PM,02/04/2020 02:59:00 PM,,,263,42,,4.83,23.36,2.75,0,0,0,,0.3,26.41,,,
,02/04/2020 02:31:00 PM,02/04/2020 03:01:00 PM,,,74,88,,10.71,38.48,2.75,0,0,0,,0.3,41.53,,,
,02/04/2020 02:31:00 PM,02/04/2020 02:41:00 PM,,,40,40,,0.57,12.84,2.75,0.5,0,0,,0,16.09,,,
,02/04/2020 02:31:00 PM,02/04/2020 02:51:00 PM,,,42,263,,2.7,23.36,2.75,0,0,0,,0.3,26.41,,,
,02/04/2020 02:31:00 PM,02/04/2020 02:50:00 PM,,,47,185,,4.33,18.75,2.75,0,0,0,,0.3,21.8,,,
,02/04/2020 02:31:00 PM,02/04/2020 02:43:00 PM,,,33,25,,1.14,16.46,2.75,0.5,0,0,,0,19.71,,,
2,02/04/2020 02:31:17 PM,02/04/2020 02:42:01 PM,N,1,95,95,3,1.4,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,02/04/2020 02:31:29 PM,02/04/2020 02:52:06 PM,N,1,244,43,1,5.01,18,0,0.5,3.76,0,,0.3,22.56,1,1,0
2,02/04/2020 02:31:34 PM,02/04/2020 02:45:27 PM,N,1,116,243,1,2.33,11.5,0,0.5,0.8,0,,0.3,13.1,1,1,0
2,02/04/2020 02:31:46 PM,02/04/2020 02:43:26 PM,N,1,181,189,1,1.5,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,02/04/2020 02:31:47 PM,02/04/2020 03:02:30 PM,N,1,65,188,1,3.78,20.5,0,0.5,4.26,0,,0.3,25.56,1,1,0
2,02/04/2020 02:31:54 PM,02/04/2020 02:48:38 PM,N,1,7,260,1,2.93,12.5,0,0.5,2,0,,0.3,15.3,1,1,0
1,02/04/2020 02:31:57 PM,02/04/2020 03:04:23 PM,N,1,166,162,1,4.6,22.5,2.75,0.5,1,0,,0.3,27.05,1,1,2.75
,02/04/2020 02:32:00 PM,02/04/2020 03:01:00 PM,,,174,69,,3.9,23.21,2.75,0,0,0,,0.3,26.26,,,
,02/04/2020 02:32:00 PM,02/04/2020 02:50:00 PM,,,130,218,,3.98,21.57,2.75,0,0,0,,0.3,24.62,,,
,02/04/2020 02:32:00 PM,02/04/2020 02:43:00 PM,,,243,244,,2.79,16.39,2.75,0,0,0,,0.3,19.44,,,
,02/04/2020 02:32:00 PM,02/04/2020 02:39:00 PM,,,168,213,,2.86,19.04,2.75,0.5,0,0,,0,22.29,,,
,02/04/2020 02:32:00 PM,02/04/2020 02:32:00 PM,,,242,242,,0,10.75,0,0,0,0,,0.3,11.05,,,
,02/04/2020 02:32:00 PM,02/04/2020 02:50:00 PM,,,205,218,,3.62,18.58,2.75,0,0,0,,0.3,21.63,,,
,02/04/2020 02:32:00 PM,02/04/2020 03:13:00 PM,,,100,89,,11.92,32.27,2.75,0.5,0,6.12,,0.3,41.94,,,
,02/04/2020 02:32:00 PM,02/04/2020 02:59:00 PM,,,155,155,,9.61,28.62,2.75,0.5,0,0,,0,31.87,,,
,02/04/2020 02:32:00 PM,02/04/2020 02:38:00 PM,,,91,71,,1.31,11,0,0.5,0,0,,0,11.5,,,
,02/04/2020 02:32:00 PM,02/04/2020 02:46:00 PM,,,95,196,,1.11,12.39,2.75,0,0,0,,0.3,15.44,,,
2,02/04/2020 02:32:02 PM,02/04/2020 02:42:02 PM,N,1,244,42,1,4.31,14,0,0.5,2.96,0,,0.3,17.76,1,1,0
2,02/04/2020 02:32:08 PM,02/04/2020 03:18:41 PM,N,1,64,86,1,18.2,54,0,0.5,0,0,,0.3,54.8,1,1,0
2,02/04/2020 02:32:11 PM,02/04/2020 02:41:29 PM,N,1,74,41,2,0.95,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,02/04/2020 02:32:20 PM,02/04/2020 02:37:22 PM,N,1,166,166,1,0.6,5.5,0,0.5,1.85,0,,0.3,8.15,1,1,0
2,02/04/2020 02:32:22 PM,02/04/2020 03:11:23 PM,N,1,41,97,2,13.24,40,0,0.5,0,0,,0.3,43.55,2,1,2.75
